data_60_2d,,,,,,,,,,,,,,,,,,,,,,,,,
1.0028348,-0.34463063,0.11949851,-0.032487933,0.10976922,-0.15442316,0.17807238,-0.11560845,0.13514033,-0.11925331,0.14849062,-0.079786852,0.095890142,-0.060093623,0.13970348,-0.091701552,0.099146247,-0.052368589,0.10197534,-0.060183771,0.16635641,-0.12990184,0.13845962,-0.10447812,0.090515964,-0.017080028
0.98711962,-0.31365415,0.10163216,0.006063032,0.056796391,0.023634149,0.031418011,-0.055782899,0.06018319,-0.03015185,0.036699481,-0.032259107,0.028740626,-0.039952308,0.079337426,-0.054437377,0.080973491,-0.01238054,0.055126656,-0.035029057,0.063317791,-0.040803604,0.10209606,-0.032872293,0.044783756,-0.004856506
0.99452937,-0.32919386,0.092352398,-0.017127503,0.050119553,-0.035407502,0.048149638,-0.045003913,0.071264811,-0.013987723,0.037707418,-0.020904109,0.031467427,-0.03419238,0.048089251,-0.024279248,0.049172066,-0.010882034,0.060090825,-0.012281327,0.030797878,-0.017982103,0.055694915,-0.023687001,0.03732321,-0.010765604
0.9992162,-0.33765456,0.12983704,-0.063163817,0.025047792,-0.015723564,0.034398858,-0.003552766,0.041666742,-0.010826497,0.037897307,-0.018586991,0.022085778,-0.037802909,0.036878366,-0.014246515,0.030116642,-0.010327701,0.027602913,-0.009786794,0.039737351,-0.010671057,0.048023555,-0.013006152,0.047750834,-0.037925038
0.99975091,-0.36078376,0.17462395,-0.10270843,0.10997757,-0.052253172,0.056913834,-0.027290609,0.06145037,-0.017237097,0.044587012,-0.032364212,0.037769813,-0.034188721,0.054259975,-0.038215287,0.053967625,-0.02991836,0.04633785,-0.021864837,0.029716646,-0.016683254,0.047847264,-0.014639542,0.044969093,-0.065502793
1.002967,-0.33360982,0.10424507,-0.048446611,0.071967512,-0.055889904,0.066949047,-0.02730104,0.035171952,-0.000528977,0.048861474,-0.024703229,0.043658156,-0.00960566,0.026968667,-0.007118725,0.031471681,-0.013409783,0.029886795,-0.010790849,0.030140579,-0.034996472,0.019528091,-0.018224901,0.03209652,-0.018839601
1.0048369,-0.33554554,0.13347578,-0.069706716,0.045016151,-0.031562839,0.023834029,-0.02946916,0.034332514,-0.045986176,0.040440828,-0.031301256,0.027940126,-0.023905814,0.038375437,-0.018707847,0.018722376,-0.018427921,0.024418067,-0.01879211,0.040399056,-0.008311526,0.044482693,-0.036039419,0.024636034,-0.067649141
1.0013105,-0.35278514,0.098587133,0.00648158,0.029422231,-0.03840882,0.054705661,-0.035985954,0.052027088,-0.035865285,0.035604566,-0.041326284,0.029800212,-0.006304582,0.018962748,-0.021296412,0.025513789,-0.02561135,0.020770336,-0.03374701,0.039348632,-0.017360821,0.021870315,-0.048026994,0.022623705,-0.002069039
1.0005776,-0.35001436,0.10756654,-0.075742744,0.051411137,-0.023700822,0.062199604,-0.027601996,0.043372247,-0.033290658,0.02606122,-0.011074974,0.012707274,-0.004345392,0.020484567,-0.009697544,0.018975576,-0.013440338,0.019514915,0.008721699,0.019707503,-0.004387127,0.026534356,-0.009836583,0.012050037,0.02694932
0.99277616,-0.34909028,0.1310748,-0.030894378,0.08086253,-0.069699086,0.070438616,-0.041258063,0.036128517,-0.015843475,0.036573205,-0.029191662,0.044178806,-0.016935436,0.024761306,-0.013396219,0.030060444,-0.018687885,0.039953616,-0.019031638,0.034521762,-0.03475789,0.011808837,-0.002801402,0.097956441,0.031484351
0.99431509,-0.34837365,0.14512126,-0.088773049,0.051604852,-0.03341784,0.060061291,-0.04930621,0.047397695,-0.042601138,0.060611833,-0.028395282,0.041785289,-0.009632016,0.024367824,-0.022098456,0.027618552,-0.009167751,0.024621014,-0.016692365,0.040603612,-0.023766715,0.03172202,-0.007931919,0.050716251,0.002776244
