nn_mbl_1,nn_mbl_2,nn_mbl_3,nn_mbl_4,nn_mbl_5,nn_mbl_6,nn_mbl_7,nn_mbl_8,nn_mbl_9,nn_mbl_10,nn_mbl_11,nn_mbl_12,nn_mbl_13,nn_mbl_14,nn_mbl_15,nn_mbl_16,nn_mbl_17,nn_mbl_18,nn_mbl_19,nn_mbl_20,n_mbl_1,n_mbl_2,n_mbl_3,n_mbl_4,n_mbl_5,n_mbl_6,n_mbl_7,n_mbl_8,n_mbl_9,n_mbl_10,n_mbl_11,n_mbl_12,n_mbl_13,n_mbl_14,n_mbl_15,n_mbl_16,n_mbl_17,n_mbl_18,n_mbl_19,n_mbl_20,nn_thermal_1,nn_thermal_2,nn_thermal_3,nn_thermal_4,nn_thermal_5,nn_thermal_6,nn_thermal_7,nn_thermal_8,nn_thermal_9,nn_thermal_10,nn_thermal_11,nn_thermal_12,nn_thermal_13,nn_thermal_14,nn_thermal_15,nn_thermal_16,nn_thermal_17,nn_thermal_18,nn_thermal_19,nn_thermal_20,n_thermal_1,n_thermal_2,n_thermal_3,n_thermal_4,n_thermal_5,n_thermal_6,n_thermal_7,n_thermal_8,n_thermal_9,n_thermal_10,n_thermal_11,n_thermal_12,n_thermal_13,n_thermal_14,n_thermal_15,n_thermal_16,n_thermal_17,n_thermal_18,n_thermal_19,n_thermal_20
0.770770454,0.6968318,0.607737243,0.697108217,0.653378514,0.654071166,0.658782763,0.632107383,0.601267405,0.676311559,0.681247061,0.58977982,0.659528853,0.669490336,0.637829744,0.63820724,0.692045309,0.620880981,0.702265669,0.776215078,0.769840347,0.640603874,0.55503787,0.637370527,0.607070779,0.577244503,0.592061016,0.488832262,0.564216,0.654621082,0.638061095,0.559396611,0.604219753,0.617817408,0.569576328,0.562986542,0.634982388,0.580738111,0.629048465,0.778068096,0.274543129,0.216941656,0.171834018,0.153697335,0.134232576,0.113446516,0.099612687,0.092175115,0.082904919,0.075025359,0.082040379,0.092216842,0.089249937,0.103590066,0.11760207,0.130330059,0.157369005,0.182491384,0.216107214,0.273987452,0.045557624,0.013867014,0.005291604,0.006091484,0.004013713,0.003403879,0.004004443,0.003623497,0.001626129,0.002658901,0.003345536,0.002438854,0.003343317,0.002902596,0.001417161,0.002785155,0.00386315,0.010446661,0.014254537,0.042730654
0.760790896,0.681043075,0.636422546,0.676240706,0.634410194,0.638544738,0.641029488,0.615543555,0.589677639,0.675307693,0.670963088,0.577014149,0.646831181,0.654846275,0.61576011,0.599504688,0.669593137,0.636877529,0.692748928,0.766384714,-0.766069601,-0.618554418,-0.534554256,-0.624590881,-0.606300151,-0.566495066,-0.580864171,-0.473453192,-0.550047795,-0.64301849,-0.623373974,-0.550600059,-0.592194392,-0.607153688,-0.561580136,-0.547475527,-0.621194456,-0.570172054,-0.624633187,-0.768251541,0.250798194,0.199829213,0.157265058,0.138808804,0.110865106,0.095392518,0.084016573,0.079182302,0.069706938,0.065385348,0.071005156,0.073482304,0.084187673,0.085525783,0.101381692,0.110353088,0.134983313,0.161437226,0.188989945,0.252222462,-0.032497435,-0.008154346,-0.002760425,-0.001416819,-0.001857071,-0.003334249,-0.000713523,-0.001379561,-0.000308105,-0.002325737,-0.001670207,-0.000165108,-0.001896711,-0.001417973,-0.001454829,-0.001261559,-0.00434392,0.000521663,-0.004694148,-0.01940167
0.750190001,0.673742944,0.577446805,0.670521945,0.631805364,0.627218077,0.626827141,0.60233647,0.58198024,0.651945613,0.649251018,0.557626772,0.631463888,0.643346796,0.606937041,0.609759326,0.664918048,0.590901061,0.677494752,0.758711157,0.750374837,0.612429539,0.525916413,0.615224806,0.579455462,0.554946073,0.568778338,0.455209061,0.539653383,0.631240956,0.614710938,0.533609201,0.578136559,0.595283576,0.546159601,0.534031668,0.613077001,0.556789302,0.609857845,0.762001404,0.22217106,0.164492008,0.132426234,0.118991729,0.094108558,0.078217274,0.075653329,0.041857824,0.071145309,0.063159008,0.055499404,0.056298108,0.061940557,0.067500046,0.081724987,0.095464954,0.115995056,0.140195921,0.16518225,0.219941747,0.030651233,0.016914242,0.007542609,0.005713,0.004542607,0.001516611,0.003355341,0.000906365,0.001880394,0.000727346,0.001761701,0.001692305,0.001206768,0.00418938,0.002361131,0.001574642,0.005412469,0.008139561,0.011692153,0.026956852
0.741342345,0.656306884,0.602982961,0.654553281,0.616946027,0.613441995,0.618410635,0.585999225,0.571631867,0.652858269,0.644673058,0.555485378,0.622317716,0.629253256,0.584954256,0.566275471,0.639992412,0.609006202,0.668254575,0.746281342,-0.745448734,-0.595236848,-0.512758504,-0.603941218,-0.583275802,-0.54134463,-0.558128261,-0.443177724,-0.52499438,-0.619188241,-0.594276925,-0.530999263,-0.564289326,-0.585300626,-0.537507433,-0.52133926,-0.60050976,-0.542118484,-0.602499962,-0.7491831,0.206837459,0.158177296,0.123353634,0.110438367,0.084086854,0.071991802,0.057249263,0.04646233,0.053837622,0.041797479,0.047450577,0.051389155,0.055216831,0.066263888,0.056767297,0.07885595,0.100231237,0.122080902,0.139012621,0.197581413,-0.021611079,-0.005325581,-0.002915499,-0.001407059,-0.001240873,-0.001310406,-0.002062865,-0.002236158,-0.000523664,-0.000116781,-0.00036971,-0.000684857,-0.001078019,0.001185489,-0.001003666,0.000958158,-0.000300592,-0.002495269,-0.007810289,-0.014108489
0.730452504,0.649596831,0.552983509,0.647627874,0.611709116,0.601486641,0.609635342,0.57454522,0.561942101,0.630519936,0.629847463,0.540392288,0.60783029,0.622346036,0.582550485,0.59202374,0.641319421,0.557217725,0.651656664,0.740454745,0.730660851,0.587102006,0.501862593,0.596911328,0.557878997,0.531757326,0.553759058,0.428113548,0.521657225,0.606808134,0.589383229,0.514174066,0.553449831,0.57583876,0.517552554,0.50121208,0.593426802,0.531162876,0.59085735,0.741327986,0.182145037,0.141008493,0.105026855,0.092068222,0.076102706,0.053162617,0.058742082,0.063970291,0.052290702,0.021237821,0.040988834,0.030302954,0.025580571,0.058059664,0.055547882,0.075470096,0.095267545,0.112296484,0.136735642,0.17798921,0.01652606,0.006314135,0.004011152,0.00438326,0.003439182,0.001682362,0.001419529,0.001438763,0.000630258,0.002093826,0.002065917,0.00138192,-0.000595741,0.003108858,0.00050035,0.001767489,0.001509312,0.00537687,0.012226492,0.028841056
0.719953527,0.633946585,0.583860078,0.629667271,0.594724594,0.591232606,0.590523583,0.553072576,0.551058515,0.623698512,0.618818635,0.53281412,0.595482197,0.602837364,0.564300966,0.547105192,0.6181681,0.580863236,0.647315883,0.728716893,-0.725544169,-0.572061326,-0.489360877,-0.587347341,-0.561595844,-0.523513465,-0.542462498,-0.415752273,-0.503510051,-0.597760274,-0.575597096,-0.516858106,-0.542484347,-0.566595376,-0.510241402,-0.492422636,-0.579111783,-0.514024784,-0.584982319,-0.730014308,0.177197385,0.126111318,0.093603253,0.081308554,0.070253169,0.07062809,0.043905571,0.058864304,0.045136532,0.032035062,0.031119248,0.050120547,0.034651894,0.056063026,0.041079337,0.060777918,0.073065806,0.095842967,0.119967593,0.162660308,-0.003103163,-0.000567068,-0.000991836,-0.003054691,-0.004611891,-0.001325969,-0.002951585,-0.00012575,0.001214229,0.001027522,0.000113448,-0.00011415,0.000830917,-0.000837666,1.83E-05,-0.001489832,0.000796024,0.000511997,-0.002035196,-0.018971892
0.708443188,0.628981137,0.531502738,0.622518143,0.590440512,0.576283425,0.583342579,0.546590224,0.538020179,0.603157672,0.603678682,0.522513899,0.583263473,0.594697338,0.563468753,0.568785859,0.61885531,0.531027204,0.624638349,0.722590193,0.711731509,0.563159321,0.479852584,0.579203612,0.540721369,0.511738205,0.53009228,0.403860646,0.495074582,0.583598864,0.567440843,0.498822668,0.528723585,0.553691235,0.497125034,0.476302373,0.575983542,0.503409186,0.571183387,0.7220085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.700499241,0.609447123,0.556314909,0.606602518,0.566563384,0.564366179,0.565277904,0.529782507,0.53288791,0.601277664,0.592838439,0.515830223,0.574810267,0.578254178,0.538292254,0.517878444,0.598455923,0.562447961,0.622224881,0.710607778,-0.70780114,-0.548047128,-0.467831834,-0.565536741,-0.536563768,-0.509651907,-0.518246472,-0.393406536,-0.481910071,-0.571062483,-0.553911135,-0.500849017,-0.520764717,-0.541398565,-0.495462945,-0.474422393,-0.55968775,-0.492077143,-0.566861216,-0.713956842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.694223667,0.608179098,0.510557897,0.602561523,0.557354133,0.549647694,0.561155919,0.519331077,0.514805605,0.580908888,0.581877228,0.508699064,0.561621052,0.571857853,0.528470969,0.541796968,0.592655602,0.511467993,0.605898504,0.703802232,0.692294305,0.542394561,0.463819208,0.558715535,0.517533249,0.496013469,0.508704995,0.384277306,0.471280632,0.556649253,0.541734164,0.484912292,0.511283547,0.528033177,0.486224157,0.460818383,0.553187726,0.48798351,0.556186515,0.707829695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.683793654,0.592808075,0.535413601,0.587965109,0.552989629,0.539218319,0.539744432,0.504219769,0.512354165,0.577687577,0.573993268,0.500379534,0.552424416,0.559096715,0.513910054,0.516068669,0.577917195,0.539015881,0.602726198,0.692311052,-0.68773288,-0.532717292,-0.453895935,-0.548303116,-0.524216618,-0.490302104,-0.499306402,-0.3777914,-0.460750538,-0.545863715,-0.528145914,-0.485003849,-0.498783564,-0.518193228,-0.479691252,-0.460809439,-0.541066909,-0.476993139,-0.552052297,-0.696697149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.67286476,0.587430099,0.497047194,0.580667171,0.539686711,0.531996341,0.537344203,0.492602762,0.49703098,0.561398094,0.56097752,0.48988964,0.540690534,0.551127868,0.505823213,0.510055473,0.575697972,0.486270422,0.579497001,0.686681825,0.675546122,0.529924134,0.45005629,0.544455582,0.507291208,0.486186041,0.494608243,0.366075142,0.45809879,0.538077315,0.523954571,0.468292264,0.493373714,0.508120841,0.472020918,0.450230536,0.540740688,0.470053899,0.536707699,0.691379475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.666813447,0.571927069,0.517674554,0.570030807,0.536569505,0.51581637,0.519458925,0.478471817,0.489319811,0.558293141,0.554815317,0.482861242,0.529655041,0.534361067,0.497286436,0.485014915,0.559281182,0.511732438,0.574653529,0.675672048,-0.672570859,-0.519129993,-0.439327645,-0.53165872,-0.504327361,-0.477536411,-0.483627792,-0.360443714,-0.446060956,-0.524293831,-0.514042541,-0.465656708,-0.484967681,-0.497465939,-0.465479458,-0.443868374,-0.531768072,-0.459238565,-0.524605721,-0.679641279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.658063091,0.572878645,0.478096382,0.562031788,0.525382116,0.506602846,0.515681366,0.476646026,0.48146709,0.539340049,0.540824812,0.476480531,0.521211425,0.531726508,0.48654748,0.49897272,0.553829456,0.466560864,0.556468963,0.67298228,0.659225158,0.515104097,0.436126816,0.524641153,0.490024904,0.470534491,0.476335303,0.355414219,0.44332186,0.512770923,0.509788176,0.450702352,0.476122694,0.486973785,0.45765452,0.433489923,0.524264491,0.452901599,0.512695096,0.673928881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.652196009,0.554764245,0.493467078,0.551413903,0.515811987,0.500529816,0.499624064,0.458715248,0.476668401,0.534506186,0.535632391,0.468771881,0.514185302,0.516956564,0.470220033,0.450491352,0.53787892,0.485149801,0.553338423,0.661344086,-0.655724626,-0.503973822,-0.428149918,-0.517991252,-0.508718528,-0.46563974,-0.466245016,-0.358980285,-0.435050295,-0.502085028,-0.500815479,-0.455324084,-0.471335117,-0.481079448,-0.452918218,-0.422142294,-0.514175839,-0.444713417,-0.509483432,-0.667717166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.643204377,0.554514666,0.464615141,0.541085762,0.515856682,0.493055052,0.496540356,0.453352468,0.464672379,0.514290958,0.521607102,0.463020035,0.504746446,0.511157801,0.47080712,0.477807743,0.532811883,0.450424542,0.542831906,0.656076963,0.640251482,0.501409626,0.42588698,0.512118857,0.491418388,0.454502763,0.462215328,0.353931275,0.430985337,0.490931971,0.494327704,0.44240634,0.463880083,0.469803467,0.448564768,0.422031763,0.509089949,0.440155017,0.498350521,0.660611737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.635908057,0.539660552,0.474166161,0.534890272,0.502821955,0.479053455,0.481105701,0.439737925,0.451860412,0.516772928,0.514019013,0.45595067,0.493518347,0.498722183,0.455750738,0.42523533,0.520741957,0.464587519,0.534779705,0.644319684,-0.637569918,-0.493038083,-0.418914684,-0.503707649,-0.494760113,-0.445451991,-0.451117534,-0.348085498,-0.417764058,-0.481540948,-0.48381423,-0.441931336,-0.459363052,-0.462415238,-0.439157869,-0.409393158,-0.497800762,-0.430208192,-0.488614656,-0.64900375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.623849787,0.535297582,0.448754569,0.525658064,0.499344127,0.470447151,0.477684652,0.428907859,0.442356791,0.499638035,0.505356084,0.448666965,0.486322881,0.494895195,0.460907641,0.45834164,0.512370903,0.433238744,0.52237385,0.638374379,0.626406513,0.489094125,0.413018729,0.498875038,0.477982193,0.434021679,0.445110079,0.343689858,0.413083946,0.471554011,0.477568052,0.431786723,0.451699039,0.452642986,0.439640539,0.410070591,0.491829041,0.426647203,0.477457426,0.640814909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.622184322,0.523272001,0.4580626,0.51816236,0.481036501,0.451236311,0.467169141,0.426346274,0.438136465,0.494641911,0.498256319,0.441563709,0.478428613,0.479841513,0.437957411,0.423710892,0.507957301,0.452594406,0.516902224,0.629669235,-0.624804241,-0.480714096,-0.408001305,-0.491260323,-0.477766309,-0.429213111,-0.437022342,-0.340931624,-0.401550548,-0.462801649,-0.470474157,-0.428794851,-0.442773866,-0.445675572,-0.428404079,-0.396025092,-0.482921075,-0.418719528,-0.470758707,-0.634912938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610881454,0.520183359,0.436624654,0.511171627,0.486846644,0.457609417,0.462357647,0.414697636,0.429942214,0.478490151,0.487622574,0.43115253,0.471466674,0.476087693,0.433554101,0.446720246,0.496456999,0.421196907,0.501190487,0.623451518,0.611287328,0.477030145,0.404402908,0.485797842,0.463552277,0.414507705,0.433012793,0.33769057,0.399099316,0.4504418,0.461260711,0.416636953,0.433725041,0.434034454,0.420743367,0.400391284,0.479762548,0.417742076,0.46395784,0.62829782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.603176229,0.510001374,0.443135451,0.502905823,0.473201202,0.434480264,0.451702004,0.410005496,0.420809352,0.475716141,0.47938543,0.422472886,0.46095532,0.462964079,0.413575234,0.406220045,0.485098565,0.437378418,0.503710172,0.612040221,-0.605655469,-0.470907991,-0.397271135,-0.479799707,-0.463810916,-0.412866046,-0.422624902,-0.33359735,-0.388385941,-0.441550625,-0.451095183,-0.412081276,-0.427294387,-0.428808117,-0.410939673,-0.380161205,-0.469949988,-0.409156048,-0.458002452,-0.623026719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59331269,0.505420138,0.426620986,0.493081824,0.46559582,0.435811546,0.44477434,0.396732879,0.412748534,0.459735182,0.470495895,0.419534463,0.453660112,0.459270414,0.419493846,0.423674089,0.479279483,0.406111947,0.485721451,0.607346804,0.593562215,0.465109517,0.395741956,0.47473759,0.443491533,0.401900722,0.417494829,0.33243438,0.385071559,0.430855642,0.445565916,0.400611936,0.420152567,0.422145413,0.407016659,0.385303828,0.459772097,0.408811132,0.448327879,0.6103854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.585008495,0.492382807,0.428807273,0.487612829,0.452551097,0.414837685,0.430479934,0.391795459,0.404871408,0.454958408,0.46036865,0.412040641,0.447782382,0.446696222,0.398832239,0.393225947,0.476743349,0.423271481,0.485358498,0.598471889,-0.593486059,-0.462185958,-0.389986644,-0.466626839,-0.439072598,-0.398123384,-0.407903261,-0.327911381,-0.376389264,-0.423611936,-0.435387902,-0.395660132,-0.412022416,-0.418032662,-0.397543122,-0.366166633,-0.448085383,-0.39879609,-0.444111123,-0.606091615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.577281281,0.490391043,0.410383881,0.475882793,0.44679774,0.41934111,0.424121956,0.385018385,0.39457457,0.441571756,0.450212626,0.40151383,0.436014759,0.441032634,0.400322709,0.413616945,0.46260741,0.399020933,0.471661219,0.591664591,0.581187678,0.451872016,0.385315286,0.460189225,0.424730991,0.386906075,0.396482121,0.325432164,0.374915974,0.416370257,0.426990209,0.383610577,0.405166125,0.406088694,0.388640199,0.375367758,0.444418279,0.394787451,0.438283895,0.596031878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.574078092,0.480453466,0.416334858,0.473486547,0.434888889,0.400605695,0.416899337,0.379819712,0.391124591,0.441432168,0.446851993,0.401879887,0.429078671,0.428469285,0.385743919,0.380080668,0.46111857,0.407787729,0.470519165,0.581650288,-0.580169233,-0.44634556,-0.376892332,-0.451383913,-0.423576292,-0.383111396,-0.389153741,-0.32169349,-0.364885617,-0.41011964,-0.416719515,-0.380086621,-0.396963783,-0.399453468,-0.378378909,-0.352037887,-0.433703973,-0.387647394,-0.43208198,-0.590383626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.563857649,0.476401528,0.401675709,0.464727277,0.433427181,0.407892465,0.410012258,0.371504611,0.382620856,0.427889563,0.434047548,0.389705909,0.422731833,0.426777421,0.386486226,0.396657438,0.448327565,0.38560399,0.454642604,0.578456475,0.565927256,0.439522366,0.379994323,0.445247555,0.415339158,0.378061529,0.385038051,0.320955118,0.361966316,0.403952106,0.414981518,0.367680537,0.391446417,0.393662457,0.382420866,0.366850235,0.431946721,0.38621244,0.425460067,0.58132353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.556849647,0.464256939,0.40521227,0.458113911,0.424395008,0.381734433,0.403868899,0.368719149,0.379041946,0.427080628,0.432118457,0.38772896,0.414428904,0.411300932,0.365887834,0.363061444,0.444826358,0.393945706,0.453205916,0.569119146,-0.564179948,-0.432478448,-0.369922618,-0.437111156,-0.411824577,-0.374210583,-0.377532799,-0.318630316,-0.355390465,-0.4010141,-0.403644054,-0.364151699,-0.3854881,-0.38949263,-0.372518474,-0.345659544,-0.422287905,-0.379191635,-0.420040353,-0.577673839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.548257528,0.459637322,0.389395317,0.453532579,0.406798684,0.388416007,0.393302979,0.357867751,0.370074538,0.415690459,0.422557724,0.375873121,0.407455704,0.408853999,0.362691632,0.381061235,0.430607045,0.369112854,0.437147828,0.563934978,0.549924851,0.426473013,0.366761385,0.438218768,0.399755829,0.365051459,0.371667042,0.31144937,0.351377664,0.393728407,0.400205725,0.350819786,0.375740798,0.377739158,0.362250275,0.352425547,0.414428667,0.37389491,0.417388407,0.567352005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.544057003,0.449224153,0.392530893,0.447455134,0.412288566,0.371442369,0.388544027,0.349852915,0.363873704,0.407415552,0.415744913,0.370680094,0.40049186,0.396188797,0.350214964,0.360482256,0.432876414,0.380804673,0.438474376,0.552762626,-0.548504469,-0.418820284,-0.359179653,-0.428160673,-0.393652212,-0.361809961,-0.365266421,-0.309064919,-0.344994049,-0.39116007,-0.393750367,-0.348090487,-0.369594594,-0.375182743,-0.353679272,-0.33653612,-0.405642334,-0.368019631,-0.40891639,-0.562720105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.535662048,0.44559249,0.376635872,0.439987724,0.411751699,0.377331609,0.375652748,0.344305197,0.360432542,0.39718661,0.406054866,0.364645644,0.389375601,0.392088909,0.343630054,0.369973052,0.42017367,0.360766864,0.425382782,0.549601466,0.539145869,0.411170826,0.355021598,0.427153428,0.393658995,0.353720411,0.355367456,0.305883167,0.342900522,0.381750152,0.388794802,0.338738689,0.365585279,0.364205065,0.358081883,0.343097507,0.402745625,0.365918151,0.408025051,0.554221984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.532493914,0.435249668,0.37888558,0.431278981,0.398540754,0.358783523,0.375396328,0.341314617,0.355636704,0.395383993,0.398700793,0.358119547,0.382960227,0.377637671,0.34037589,0.346546159,0.421599703,0.368986795,0.425332663,0.542402854,-0.538334804,-0.403348751,-0.351787556,-0.415474308,-0.38397288,-0.34842538,-0.350535414,-0.301286461,-0.3359686,-0.375910456,-0.380403203,-0.336233939,-0.356792441,-0.362586376,-0.344761071,-0.327108291,-0.398338319,-0.361479209,-0.402864759,-0.550367447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.519943954,0.432898554,0.368057882,0.430145862,0.389756356,0.363479603,0.36763169,0.33553726,0.347921698,0.389078301,0.396931175,0.349788684,0.379505908,0.376720195,0.336053072,0.353410046,0.407976332,0.351770717,0.415499917,0.540850304,0.527572112,0.398921952,0.349753601,0.411391102,0.38366635,0.33877324,0.346517319,0.298555764,0.33466976,0.37125876,0.372797123,0.320503592,0.353076124,0.353486101,0.338638777,0.331932871,0.39073296,0.359258705,0.39692857,0.542850956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.518354154,0.422818892,0.367187197,0.421451911,0.391150129,0.344741554,0.36145481,0.327268028,0.347254053,0.386542393,0.385103989,0.342673267,0.36956089,0.364960372,0.325614301,0.331148309,0.40667562,0.355499488,0.413940387,0.529515013,-0.521316166,-0.388553582,-0.341812333,-0.409118179,-0.372074163,-0.343813435,-0.337802505,-0.295085323,-0.32713251,-0.366291358,-0.367085882,-0.320704267,-0.349676298,-0.347817301,-0.330910229,-0.320593861,-0.383216853,-0.352265464,-0.393377237,-0.538920059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.510005388,0.420279128,0.355724302,0.418412204,0.373933795,0.34979068,0.349972119,0.323624781,0.338969397,0.37328145,0.376155481,0.335887462,0.362599937,0.366826961,0.321173118,0.333136515,0.391081421,0.338375471,0.405728126,0.522371732,0.509954895,0.38152148,0.341179933,0.405150998,0.373450707,0.335354247,0.333376545,0.291159908,0.323901685,0.359441123,0.362889084,0.311504139,0.344445758,0.339575926,0.327711977,0.329879303,0.380206059,0.3485901,0.388422499,0.529982751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.50225707,0.410905247,0.355110364,0.409328626,0.379155803,0.338501712,0.348867766,0.314572094,0.332158089,0.37133502,0.373540019,0.329539357,0.358462865,0.349588254,0.313469357,0.319276687,0.391165754,0.345086485,0.403847958,0.515676238,-0.510433775,-0.376598718,-0.331614065,-0.396645205,-0.358215178,-0.335069841,-0.328863717,-0.289684242,-0.317854165,-0.35374012,-0.357055641,-0.307752393,-0.339491823,-0.331232217,-0.319865771,-0.310916618,-0.370183391,-0.34373095,-0.384250762,-0.525888242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490109972,0.401624727,0.342704247,0.409108274,0.367004487,0.338652089,0.343146231,0.310906402,0.32275441,0.360706555,0.370825891,0.32346085,0.348707594,0.348962595,0.314671523,0.323763408,0.379076523,0.33460845,0.393275029,0.509342266,0.49614682,0.364956093,0.323747025,0.391332693,0.364580739,0.325240509,0.325042437,0.285377251,0.31292952,0.348391207,0.352727984,0.296800227,0.331595754,0.322668543,0.315739374,0.314549794,0.367038175,0.338252286,0.380220998,0.514878733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.489163108,0.394243294,0.345112365,0.400131858,0.36783879,0.32219179,0.342702246,0.305418796,0.320269015,0.362721123,0.365501851,0.314592985,0.346131416,0.327925444,0.298340403,0.310523709,0.379734014,0.33602767,0.391313266,0.500228841,-0.494410959,-0.361383338,-0.317617124,-0.385780022,-0.354541488,-0.321441666,-0.319928183,-0.282307455,-0.302991596,-0.343247751,-0.346439598,-0.295865241,-0.327652044,-0.318892854,-0.307970071,-0.294168897,-0.35939663,-0.331742129,-0.375168754,-0.512631094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.47961541,0.39502481,0.334474205,0.395960406,0.354364656,0.332015598,0.329120993,0.3050029,0.3069377,0.346657009,0.360502849,0.307813115,0.337800351,0.338470399,0.294771849,0.313528103,0.365798209,0.319679306,0.383265341,0.499356083,0.483595875,0.353017349,0.315119053,0.387371442,0.358999747,0.31745108,0.317197512,0.278367953,0.301127288,0.339105243,0.344708236,0.284423635,0.322512321,0.312931523,0.307598716,0.303609995,0.355881099,0.330623046,0.372389663,0.50460197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.475114446,0.383547683,0.33278139,0.384598082,0.364919169,0.315196685,0.329565279,0.29630976,0.306338544,0.35006932,0.352378652,0.30388547,0.333052295,0.32044667,0.288386931,0.296751569,0.373862848,0.327372789,0.380911343,0.487633515,-0.483796974,-0.347435678,-0.306925612,-0.37891087,-0.346308652,-0.314106109,-0.311721844,-0.274222485,-0.291061197,-0.335324467,-0.3377512,-0.280462393,-0.317443562,-0.307104114,-0.301760295,-0.288721029,-0.350693886,-0.323023585,-0.365757052,-0.498900504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.466986604,0.379833243,0.322213904,0.383749565,0.353070699,0.318596743,0.324797699,0.292174373,0.301510266,0.338267557,0.347656938,0.296709508,0.323132386,0.324744488,0.282598454,0.300732582,0.35235985,0.308327054,0.369663278,0.483781341,0.472827973,0.344446485,0.30432147,0.373822269,0.350817427,0.30586309,0.305618986,0.274661554,0.289058471,0.33103538,0.33186208,0.271601981,0.312102003,0.300969206,0.302849879,0.297499577,0.348956974,0.319730002,0.360144615,0.492969351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.463119727,0.369887604,0.32254696,0.373178993,0.348640516,0.304481146,0.306960422,0.285217522,0.298411492,0.333351646,0.341396811,0.291522649,0.318807575,0.314359482,0.27461347,0.290498934,0.354749423,0.314366687,0.365733119,0.475091324,-0.474394728,-0.337422871,-0.29555546,-0.365434937,-0.335016388,-0.302834889,-0.299378971,-0.268411711,-0.282010813,-0.324207609,-0.325122814,-0.271110581,-0.30497556,-0.295411087,-0.293485554,-0.28126481,-0.338227287,-0.314729582,-0.355946526,-0.486945323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.451630562,0.367151107,0.313681273,0.371752142,0.340564917,0.30754825,0.3093566,0.285267403,0.28666608,0.325233536,0.333626759,0.289203018,0.309411643,0.315275687,0.268892445,0.287975986,0.345697882,0.297091532,0.356878926,0.46926411,0.454809726,0.334171233,0.290210949,0.363528547,0.340855515,0.295352149,0.292667271,0.264090381,0.279388875,0.320245482,0.320361963,0.263189579,0.298697442,0.289038861,0.293159076,0.289071213,0.336856988,0.309173626,0.345836731,0.476709328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
